Grouping,Blackbox,HighShrub,Lignum,LowShrub,Redgum
17,198459.86,56198.77,178524.31,120939.67,759173.32
18.2,210255,61574.05,232325.24,160699.92,922163.85
19,403189.007,103414.636,1078354.815,1731803.436,2430698.767
19.6,2704930.13,618749.12,7068868.43,9417881.11,9756621.04
20,5512411.77,845523.44,8083106.78,13060990.19,11440743.98
